Regionskode,Regionsnavn,Kommunekode ,Kommunenavn,Ejerlavskode,Ejerlavsbetegnelse,Unikt navn
1082,Midtjylland,740,Silkeborg Kommune,1091051,"Ansø Møllegård, Vrads","Ansø Møllegård, Vrads"
1085,Sjælland,330,Slagelse Kommune,2001460,"Antvorskov Hgd., Slagelse Jorder","Antvorskov Hgd., Slagelse Jorder"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,2008752,"Ånum, Skjern Jorder","Ånum, Skjern Jorder"
1085,Sjælland,370,Næstved Kommune,281151,"Appenæs By, Vejlø","Appenæs By, Vejlø"
1084,Hovedstaden,217,Helsingør Kommune,120452,"Apperup By, Hellebæk","Apperup By, Hellebæk"
1082,Midtjylland,710,Favrskov Kommune,791051,"Aptrup By, Sall","Aptrup By, Sall"
1085,Sjælland,326,Kalundborg Kommune,180151,"Årby By, Årby","Årby By, Årby"
1082,Midtjylland,791,Viborg Kommune,800351,"Årestrup By, Frederiks","Årestrup By, Frederiks"
1082,Midtjylland,751,Århus Kommune,2006351,Århus Bygrunde,Århus Bygrunde
1082,Midtjylland,751,Århus Kommune,2006353,Århus Markjorder,Århus Markjorder
1085,Sjælland,370,Næstved Kommune,240451,"Arløse By, Førslev","Arløse By, Førslev"
1085,Sjælland,320,Faxe Kommune,211651,"Årløse By, Terslev","Årløse By, Terslev"
1085,Sjælland,370,Næstved Kommune,240452,"Arløse Torp By, Førslev","Arløse Torp By, Førslev"
1084,Hovedstaden,400,Bornholms Kommune,1370351,"Arnager Fiskerleje, Nylarsker","Arnager Fiskerleje, Nylarsker"
1085,Sjælland,316,Holbæk Kommune,150152,"Arnakke By, Ågerup","Arnakke By, Ågerup"
1083,Syddanmark,550,Tønder Kommune,1510151,"Arndrup, Bedsted","Arndrup, Bedsted"
1085,Sjælland,360,Lolland Kommune,500151,"Arninge By, Arninge","Arninge By, Arninge"
1083,Syddanmark,510,Haderslev Kommune,1431052,"Arnitlund, Vedsted","Arnitlund, Vedsted"
1085,Sjælland,336,Stevns Kommune,290351,"Arnøje By, Hellested","Arnøje By, Hellested"
1083,Syddanmark,510,Haderslev Kommune,1421051,"Årø, Øsby","Årø, Øsby"
1083,Syddanmark,573,Varde Kommune,1350151,"Årre By, Årre","Årre By, Årre"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,442851,"Arreskov Hgd., Ø. Hæsinge","Arreskov Hgd., Ø. Hæsinge"
1084,Hovedstaden,219,Hillerød Kommune,100157,"Arresø, Alsønderup","Arresø, Alsønderup"
1084,Hovedstaden,270,Gribskov Kommune,110153,"Arresø, Annisse","Arresø, Annisse"
1084,Hovedstaden,260,Halsnæs Kommune,100256,"Arresø, Kregme","Arresø, Kregme"
1084,Hovedstaden,219,Hillerød Kommune,100354,"Arresø, Ll. Lyngby","Arresø, Ll. Lyngby"
1084,Hovedstaden,260,Halsnæs Kommune,101056,"Arresø, Ølsted","Arresø, Ølsted"
1084,Hovedstaden,270,Gribskov Kommune,110955,"Arresø, Ramløse","Arresø, Ramløse"
1084,Hovedstaden,270,Gribskov Kommune,111155,"Arresø, Tibirke","Arresø, Tibirke"
1084,Hovedstaden,260,Halsnæs Kommune,100954,"Arresø, Vinderød","Arresø, Vinderød"
1084,Hovedstaden,260,Halsnæs Kommune,100251,"Arresødal Hgd., Kregme","Arresødal Hgd., Kregme"
1084,Hovedstaden,260,Halsnæs Kommune,100951,"Arresødal Hgd., Vinderød","Arresødal Hgd., Vinderød"
1083,Syddanmark,550,Tønder Kommune,1460151,"Arrild Ejerlav, Arrild","Arrild Ejerlav, Arrild"
1084,Hovedstaden,400,Bornholms Kommune,1390253,"Årsdale Fiskerleje, Ibsker","Årsdale Fiskerleje, Ibsker"
1082,Midtjylland,730,Randers Kommune,930151,"Årslev By, Årslev","Årslev By, Årslev (Randers Kommune)"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,410151,"Årslev By, Årslev","Årslev By, Årslev (Faaborg-Midtfyn Kommune)"
1082,Midtjylland,751,Århus Kommune,1020251,"Årslev By, Sdr. Årslev","Årslev By, Sdr. Årslev"
1085,Sjælland,330,Slagelse Kommune,251651,"Årslev By, Sønderup","Årslev By, Sønderup"
1083,Syddanmark,580,Aabenraa Kommune,1520251,"Årslev, Hjordkær","Årslev, Hjordkær"
1081,Nordjylland,787,Thisted Kommune,711051,"Årup By, Snedsted","Årup By, Snedsted"
1081,Nordjylland,849,Jammerbugt Kommune,580851,"Årup By, Torslev","Årup By, Torslev"
1081,Nordjylland,860,Hjørring Kommune,561651,"Årup By, Vrejlev","Årup By, Vrejlev"
1081,Nordjylland,820,Vesthimmerlands Kommune,671451,"Årup Gde., Vognsild","Årup Gde., Vognsild"
1082,Midtjylland,766,Hedensted Kommune,1110951,"Årup Mølle, Stouby","Årup Mølle, Stouby"
1082,Midtjylland,766,Hedensted Kommune,1110451,"Årup, Hedensted","Årup, Hedensted"
1082,Midtjylland,791,Viborg Kommune,770551,"Årup, Kvorning","Årup, Kvorning"
1081,Nordjylland,849,Jammerbugt Kommune,680653,"Årupgård, Kollerup","Årupgård, Kollerup"
1082,Midtjylland,615,Horsens Kommune,1080551,"Årupgård, Tamdrup","Årupgård, Tamdrup"
1081,Nordjylland,820,Vesthimmerlands Kommune,661451,"Årupgård, Vindblæs","Årupgård, Vindblæs"
1082,Midtjylland,756,Ikast-Brande Kommune,1120251,"Arvad, Brande","Arvad, Brande"
1085,Sjælland,320,Faxe Kommune,301251,"Ås By, Ø. Egede","Ås By, Ø. Egede"
1085,Sjælland,320,Faxe Kommune,300251,"Ås By, Sdr. Dalby","Ås By, Sdr. Dalby"
1081,Nordjylland,787,Thisted Kommune,700751,"Ås By, Skjoldborg","Ås By, Skjoldborg"
1082,Midtjylland,615,Horsens Kommune,1070851,"Ås By, Søvind","Ås By, Søvind"
1081,Nordjylland,860,Hjørring Kommune,561151,"Ås Hgd., Tårs","Ås Hgd., Tårs"
1081,Nordjylland,810,Brønderslev Kommune,550252,"Aså By, Aså-Melholt","Aså By, Aså-Melholt"
1082,Midtjylland,657,Herning Kommune,1191251,"Asbjerg By, Sinding","Asbjerg By, Sinding"
1083,Syddanmark,575,Vejen Kommune,1270251,"Asbo By, Bække","Asbo By, Bække"
1081,Nordjylland,860,Hjørring Kommune,540151,"Asdal Hgd., Asdal","Asdal Hgd., Asdal"
1085,Sjælland,370,Næstved Kommune,270454,"Åse By, Glumsø","Åse By, Glumsø"
1081,Nordjylland,860,Hjørring Kommune,561751,"Åsendrup By, Vrensted","Åsendrup By, Vrensted"
1082,Midtjylland,730,Randers Kommune,890151,"Asferg By, Asferg","Asferg By, Asferg"
1085,Sjælland,259,Køge Kommune,310551,"Åshøje By, Herfølge","Åshøje By, Herfølge"
1085,Sjælland,370,Næstved Kommune,261051,"Åside By, Snesere","Åside By, Snesere"
1082,Midtjylland,751,Århus Kommune,1030151,"Ask By, Astrup","Ask By, Astrup"
1083,Syddanmark,530,Billund Kommune,1360351,"Askær Gde., Hejnsvig","Askær Gde., Hejnsvig"
1082,Midtjylland,756,Ikast-Brande Kommune,1120252,"Askær, Brande","Askær, Brande"
1085,Sjælland,390,Vordingborg Kommune,320551,"Askeby By, Fanefjord","Askeby By, Fanefjord"
1083,Syddanmark,480,Nordfyns Kommune,380851,"Askeby By, Særslev","Askeby By, Særslev"
1081,Nordjylland,840,Rebild Kommune,630151,"Askildrup By, Blenstrup","Askildrup By, Blenstrup"
1082,Midtjylland,730,Randers Kommune,911351,"Askildrup By, Ølst","Askildrup By, Ølst"
1082,Midtjylland,740,Silkeborg Kommune,1090751,"Asklev By, Them","Asklev By, Them"
1085,Sjælland,360,Lolland Kommune,480151,"Askø By, Askø","Askø By, Askø"
1085,Sjælland,360,Lolland Kommune,500954,"Askø By, Landet","Askø By, Landet"
1083,Syddanmark,575,Vejen Kommune,1280751,"Askov By, Malt","Askov By, Malt"
1082,Midtjylland,657,Herning Kommune,1180951,"Askov By, Nr. Omme","Askov By, Nr. Omme (Herning Kommune)"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180951,"Askov By, Nr. Omme","Askov By, Nr. Omme (Ringkøbing-Skjern Kommune)"
1082,Midtjylland,791,Viborg Kommune,750151,"Asmildkloster Hgd., Asmild","Asmildkloster Hgd., Asmild"
1082,Midtjylland,791,Viborg Kommune,2005753,"Asmildkloster Hgd., Viborg Jorder","Asmildkloster Hgd., Viborg Jorder"
1084,Hovedstaden,210,Fredensborg Kommune,120151,"Asminderød By, Asminderød","Asminderød By, Asminderød"
1085,Sjælland,326,Kalundborg Kommune,171051,"Asmindrup By, Værslev","Asmindrup By, Værslev"
1085,Sjælland,306,Odsherred Kommune,160252,"Asnæs By, Asnæs","Asnæs By, Asnæs"
1083,Syddanmark,573,Varde Kommune,1330351,"Asp By, Horne","Asp By, Horne"
1081,Nordjylland,840,Rebild Kommune,631451,"Asp By, Torup","Asp By, Torup"
1081,Nordjylland,840,Rebild Kommune,631452,"Asp Bys Skov, Torup","Asp Bys Skov, Torup"
1083,Syddanmark,550,Tønder Kommune,1470251,"Åspe, Brede","Åspe, Brede"
1083,Syddanmark,410,Middelfart Kommune,400151,"Asperup By, Asperup","Asperup By, Asperup"
1082,Midtjylland,727,Odder Kommune,1000951,"Assedrup By, Nølev","Assedrup By, Nølev"
1083,Syddanmark,482,Langeland Kommune,460551,"Assemose By, Longelse","Assemose By, Longelse"
1083,Syddanmark,573,Varde Kommune,1330552,"Assenbækmølle, Tistrup","Assenbækmølle, Tistrup"
1085,Sjælland,360,Lolland Kommune,481251,"Assenbølle By, Olstrup","Assenbølle By, Olstrup"
1083,Syddanmark,420,Assens Kommune,331652,"Assenbølle By, Vissenbjerg","Assenbølle By, Vissenbjerg"
1085,Sjælland,265,Roskilde Kommune,50251,"Assendløse By, Dåstrup","Assendløse By, Dåstrup"
1083,Syddanmark,630,Vejle Kommune,1110251,"Assendrup By, Engum","Assendrup By, Engum"
1085,Sjælland,259,Køge Kommune,50651,"Assendrup By, Højelse","Assendrup By, Højelse"
1082,Midtjylland,615,Horsens Kommune,1071151,"Assendrup By, Vedslet","Assendrup By, Vedslet"
1085,Sjælland,370,Næstved Kommune,270151,"Assendrup Hgd., Aversi","Assendrup Hgd., Aversi"
1081,Nordjylland,846,Mariagerfjord Kommune,870151,"Assens By, Falslev","Assens By, Falslev"
1083,Syddanmark,420,Assens Kommune,2003451,Assens Bygrunde,Assens Bygrunde
1083,Syddanmark,420,Assens Kommune,2003452,Assens Markjorder,Assens Markjorder
1082,Midtjylland,730,Randers Kommune,930351,"Assentoft By, Essenbæk","Assentoft By, Essenbæk"
1085,Sjælland,340,Sorø Kommune,221351,"Assentorp By, Stenmagle","Assentorp By, Stenmagle"
1083,Syddanmark,540,Sønderborg Kommune,1550151,"Asserballe Ejerlav, Asserballe","Asserballe Ejerlav, Asserballe"
1083,Syddanmark,540,Sønderborg Kommune,1550152,"Asserballeskov, Asserballe","Asserballeskov, Asserballe"
1085,Sjælland,360,Lolland Kommune,490951,"Asserstrup Hgd., Sandby","Asserstrup Hgd., Sandby"
1083,Syddanmark,550,Tønder Kommune,1470451,"Asset, Løgumkloster","Asset, Løgumkloster"
1083,Syddanmark,530,Billund Kommune,1130651,"Åst By, Lindballe","Åst By, Lindballe"
1083,Syddanmark,630,Vejle Kommune,1130651,"Åst By, Lindeballe","Åst By, Lindeballe"
1082,Midtjylland,779,Skive Kommune,850151,"Åsted By, Åsted","Åsted By, Åsted (Skive Kommune)"
1081,Nordjylland,813,Frederikshavn Kommune,530151,"Åsted By, Åsted","Åsted By, Åsted (Frederikshavn Kommune)"
1083,Syddanmark,573,Varde Kommune,1340651,"Åsted By, Kvong","Åsted By, Kvong"
1082,Midtjylland,779,Skive Kommune,850152,"Åsted Skovgård, Åsted","Åsted Skovgård, Åsted"
1085,Sjælland,306,Odsherred Kommune,160251,"Åstofte By, Asnæs","Åstofte By, Asnæs"
1083,Syddanmark,575,Vejen Kommune,1280352,"Astofte By, Føvling","Astofte By, Føvling"
1083,Syddanmark,621,Kolding Kommune,1311251,"Åstorp By, Taps","Åstorp By, Taps"
1082,Midtjylland,710,Favrskov Kommune,790152,"Astrup By, Aidt","Astrup By, Aidt"
1082,Midtjylland,751,Århus Kommune,1030152,"Astrup By, Astrup","Astrup By, Astrup (Århus Kommune)"
1081,Nordjylland,860,Hjørring Kommune,540251,"Astrup By, Astrup","Astrup By, Astrup (Hjørring Kommune)"
1081,Nordjylland,846,Mariagerfjord Kommune,640251,"Astrup By, Astrup","Astrup By, Astrup (Mariagerfjord Kommune)"
1085,Sjælland,376,Guldborgsund Kommune,520151,"Åstrup By, Åstrup","Åstrup By, Åstrup (Guldborgsund Kommune)"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,440151,"Åstrup By, Åstrup","Åstrup By, Åstrup (Faaborg-Midtfyn Kommune)"
1083,Syddanmark,575,Vejen Kommune,1290151,"Åstrup By, Åstrup","Åstrup By, Åstrup (Vejen Kommune)"
1083,Syddanmark,561,Esbjerg Kommune,1350351,"Astrup By, Bryndum","Astrup By, Bryndum"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210451,"Astrup By, Faster","Astrup By, Faster"
1081,Nordjylland,820,Vesthimmerlands Kommune,650652,"Astrup By, Giver","Astrup By, Giver"
1082,Midtjylland,740,Silkeborg Kommune,800551,"Astrup By, Hinge","Astrup By, Hinge"
1085,Sjælland,320,Faxe Kommune,300651,"Åstrup By, Kongsted","Åstrup By, Kongsted"
1082,Midtjylland,710,Favrskov Kommune,911251,"Astrup By, Ødum","Astrup By, Ødum"
1082,Midtjylland,766,Hedensted Kommune,1100963,"Åstrup By, Rårup","Åstrup By, Rårup"
1082,Midtjylland,706,Syddjurs Kommune,950751,"Astrup By, Skarresø","Astrup By, Skarresø"
1082,Midtjylland,751,Århus Kommune,950851,"Åstrup By, Skødstrup","Åstrup By, Skødstrup"
1083,Syddanmark,510,Haderslev Kommune,1420151,"Åstrup Ejerlav, Åstrup","Åstrup Ejerlav, Åstrup"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1180351,"Astrup Gde., Hee","Astrup Gde., Hee"
1082,Midtjylland,730,Randers Kommune,920951,"Åstrup Gde., Støvring","Åstrup Gde., Støvring"
1081,Nordjylland,840,Rebild Kommune,611451,"Åstrup Gde., Veggerby","Åstrup Gde., Veggerby"
1081,Nordjylland,787,Thisted Kommune,721252,"Astrup Gde., Vestervig","Astrup Gde., Vestervig"
1085,Sjælland,326,Kalundborg Kommune,170251,"Astrup Hgd., Bjergsted","Astrup Hgd., Bjergsted"
1082,Midtjylland,779,Skive Kommune,840151,"Astrup Hgd., Grinderslev","Astrup Hgd., Grinderslev"
1085,Sjælland,350,Lejre Kommune,61051,"Åstrup Hgd., Kirke Såby","Åstrup Hgd., Kirke Såby"
1081,Nordjylland,860,Hjørring Kommune,541051,"Åstrup Hgd., Skt. Hans","Åstrup Hgd., Skt. Hans"
1085,Sjælland,316,Holbæk Kommune,151051,"Åstrup Hgd., Soderup","Åstrup Hgd., Soderup"
1083,Syddanmark,550,Tønder Kommune,1460251,"Astrup, Brøns","Astrup, Brøns"
1082,Midtjylland,707,Norddjurs Kommune,2005859,"Åstrup, Grenaa Jorder","Åstrup, Grenaa Jorder"
1082,Midtjylland,791,Viborg Kommune,750851,"Åstrup, Løvel","Åstrup, Løvel"
1082,Midtjylland,791,Viborg Kommune,761051,"Åstrup, Roum","Åstrup, Roum"
1083,Syddanmark,461,Odense Kommune,350151,"Åsum By, Åsum","Åsum By, Åsum"
1085,Sjælland,370,Næstved Kommune,270251,"Atterup By, Bavelse","Atterup By, Bavelse"
1085,Sjælland,330,Slagelse Kommune,250151,"Atterup By, Boeslunde","Atterup By, Boeslunde"
1085,Sjælland,306,Odsherred Kommune,160551,"Atterup By, Grevinge","Atterup By, Grevinge"
1085,Sjælland,320,Faxe Kommune,301252,"Atterup By, Ø. Egede","Atterup By, Ø. Egede"
1085,Sjælland,340,Sorø Kommune,151551,"Atterup By, Tersløse","Atterup By, Tersløse"
1085,Sjælland,329,Ringsted Kommune,211051,"Atterupgård, Jystrup","Atterupgård, Jystrup"
1082,Midtjylland,706,Syddjurs Kommune,930851,"Attrup By, Koed","Attrup By, Koed"
1082,Midtjylland,706,Syddjurs Kommune,971251,"Attrup By, Rosmus","Attrup By, Rosmus"
1081,Nordjylland,849,Jammerbugt Kommune,580853,"Attrup By, Torslev","Attrup By, Torslev"
1081,Nordjylland,851,Aalborg Kommune,600751,"Attrup, Hammer","Attrup, Hammer"
1084,Hovedstaden,260,Halsnæs Kommune,100252,"Auderød By, Kregme","Auderød By, Kregme"
1083,Syddanmark,540,Sønderborg Kommune,2008551,Augustenborg,Augustenborg
1083,Syddanmark,410,Middelfart Kommune,401951,"Aulby By, Vejlby","Aulby By, Vejlby"
1082,Midtjylland,707,Norddjurs Kommune,930251,"Auning By, Auning","Auning By, Auning"
1082,Midtjylland,740,Silkeborg Kommune,801151,"Aunsbjerg Hgd., Sjørslev","Aunsbjerg Hgd., Sjørslev"
1083,Syddanmark,450,Nyborg Kommune,410251,"Aunslev By, Aunslev","Aunslev By, Aunslev"
1085,Sjælland,316,Holbæk Kommune,140451,"Avdebo By, Hagested","Avdebo By, Hagested"
1084,Hovedstaden,210,Fredensborg Kommune,130451,"Avderød By, Karlebo","Avderød By, Karlebo"
1084,Hovedstaden,167,Hvidovre Kommune,21851,"Avedøre By, Avedøre","Avedøre By, Avedøre"
1083,Syddanmark,430,Faaborg-Midtfyn Kommune,2003953,"Avernakø, Faaborg Jorder","Avernakø, Faaborg Jorder"
1085,Sjælland,370,Næstved Kommune,270152,"Aversi By, Aversi","Aversi By, Aversi"
1083,Syddanmark,540,Sønderborg Kommune,1540551,"Avnbøl, Ullerup","Avnbøl, Ullerup"
1085,Sjælland,360,Lolland Kommune,500251,"Avnede Strand, Avnede","Avnede Strand, Avnede"
1085,Sjælland,390,Vordingborg Kommune,280351,"Avnøgård Hgd., Køng","Avnøgård Hgd., Køng"
1085,Sjælland,326,Kalundborg Kommune,170151,"Avnsøgård Hgd., Avnsø","Avnsøgård Hgd., Avnsø"
1085,Sjælland,350,Lejre Kommune,60451,"Avnstrup Overdrev, Kirke Hvalsø","Avnstrup Overdrev, Kirke Hvalsø"
1085,Sjælland,350,Lejre Kommune,61351,"Avnstrup Overdrev, Særløse","Avnstrup Overdrev, Særløse"
1082,Midtjylland,671,Struer Kommune,1221351,"Avsumgård Hgd., Vejrum","Avsumgård Hgd., Vejrum"
1083,Syddanmark,573,Varde Kommune,1350453,"Avtrup By, Fåborg","Avtrup By, Fåborg"
1085,Sjælland,320,Faxe Kommune,300252,"Babberup By, Sdr. Dalby","Babberup By, Sdr. Dalby"
1085,Sjælland,360,Lolland Kommune,500551,"Bådesgård Hgd., Græshave","Bådesgård Hgd., Græshave"
1085,Sjælland,320,Faxe Kommune,210851,"Badsted By, Haslev","Badsted By, Haslev"
1082,Midtjylland,710,Favrskov Kommune,980651,"Bægårde, Lyngå","Bægårde, Lyngå"
1082,Midtjylland,760,Ringkøbing-Skjern Kommune,1210352,"Bækbo, Dejbjerg","Bækbo, Dejbjerg"
1083,Syddanmark,575,Vejen Kommune,1280354,"Bækbølling By, Føvling","Bækbølling By, Føvling"
1082,Midtjylland,740,Silkeborg Kommune,801251,"Bækgård, Thorning","Bækgård, Thorning"
1083,Syddanmark,573,Varde Kommune,1341253,"Bækhuse, Outrup","Bækhuse, Outrup"
1083,Syddanmark,575,Vejen Kommune,1270252,"Bække By, Bække","Bække By, Bække"
1082,Midtjylland,791,Viborg Kommune,820751,"Bækkegård, Gammelstrup","Bækkegård, Gammelstrup"
1083,Syddanmark,480,Nordfyns Kommune,380451,"Bækkegårde, Melby","Bækkegårde, Melby"
1083,Syddanmark,540,Sønderborg Kommune,1530851,"Bækken, Rinkenæs","Bækken, Rinkenæs"
1085,Sjælland,370,Næstved Kommune,260451,"Bækkeskov Hgd., Everdrup","Bækkeskov Hgd., Everdrup"
1085,Sjælland,370,Næstved Kommune,261054,"Bækkeskov Hgd., Snesere","Bækkeskov Hgd., Snesere"
1082,Midtjylland,665,Lemvig Kommune,1260351,"Bækmark Hgd., Flynder","Bækmark Hgd., Flynder"
1083,Syddanmark,630,Vejle Kommune,1120451,"Bæksgård, Give","Bæksgård, Give"
1083,Syddanmark,450,Nyborg Kommune,410551,"Bækstrup By, Ellinge","Bækstrup By, Ellinge"
1081,Nordjylland,840,Rebild Kommune,630251,"Bælum By, Bælum","Bælum By, Bælum"
1082,Midtjylland,779,Skive Kommune,1240251,"Bærs By, Estvad","Bærs By, Estvad"
1082,Midtjylland,779,Skive Kommune,1240252,"Bærsholm, Estvad","Bærsholm, Estvad"
1083,Syddanmark,420,Assens Kommune,331251,"Bågegård, Tommerup","Bågegård, Tommerup"
1083,Syddanmark,482,Langeland Kommune,460651,"Bagenkop By, Magleby","Bagenkop By, Magleby"
1083,Syddanmark,530,Billund Kommune,1121351,"Baggesgårde, Sdr. Omme","Baggesgårde, Sdr. Omme"
1082,Midtjylland,657,Herning Kommune,2007052,"Baggeskær, Herning Jorder","Baggeskær, Herning Jorder"
1081,Nordjylland,860,Hjørring Kommune,541251,"Baggesvogn Hgd., Sindal","Baggesvogn Hgd., Sindal"
1083,Syddanmark,420,Assens Kommune,390151,"Bågø By, Bågø","Bågø By, Bågø"
1083,Syddanmark,461,Odense Kommune,360353,"Bågø Strand, Lumby","Bågø Strand, Lumby"
1083,Syddanmark,461,Odense Kommune,2003864,"Bågø Strand, Odense Jorder","Bågø Strand, Odense Jorder"
1084,Hovedstaden,159,Gladsaxe Kommune,12751,Bagsværd,Bagsværd
1081,Nordjylland,860,Hjørring Kommune,541052,"Bagterp By, Skt. Hans","Bagterp By, Skt. Hans"
1081,Nordjylland,860,Hjørring Kommune,2004754,"Bagterp, Hjørring Jorder","Bagterp, Hjørring Jorder"
1083,Syddanmark,573,Varde Kommune,1341252,"Bahl Gde., Outrup","Bahl Gde., Outrup"
1082,Midtjylland,779,Skive Kommune,850651,"Bajlum By, Hjerk","Bajlum By, Hjerk"
1081,Nordjylland,820,Vesthimmerlands Kommune,650153,"Bakgård, Aars","Bakgård, Aars"
1084,Hovedstaden,270,Gribskov Kommune,110251,"Bakkebjerg By, Blistrup","Bakkebjerg By, Blistrup"
1085,Sjælland,390,Vordingborg Kommune,2002053,"Bakkebølle, Vordingborg Jorder","Bakkebølle, Vordingborg Jorder"
1084,Hovedstaden,250,Frederikssund Kommune,70251,"Bakkegårde, Dråby","Bakkegårde, Dråby"
1085,Sjælland,326,Kalundborg Kommune,190151,"Bakkendrup By, Bakkendrup","Bakkendrup By, Bakkendrup"
1085,Sjælland,316,Holbæk Kommune,140951,"Bakkerup By, Mørkøv","Bakkerup By, Mørkøv"
1084,Hovedstaden,169,Høje-Taastrup Kommune,21951,"Baldersbrønde By, Hedehusene","Baldersbrønde By, Hedehusene"
1082,Midtjylland,706,Syddjurs Kommune,950651,"Bale By, Mørke","Bale By, Mørke"
1082,Midtjylland,740,Silkeborg Kommune,810151,"Balle By, Balle","Balle By, Balle"
1083,Syddanmark,630,Vejle kommune,1130151,"Balle By, Bredsten","Balle By, Bredsten"
1082,Midtjylland,710,Favrskov Kommune,911551,"Balle By, Hadsten","Balle By, Hadsten"
1085,Sjælland,390,Vordingborg Kommune,260651,"Balle By, Kalvehave","Balle By, Kalvehave"
1082,Midtjylland,727,Odder Kommune,1001051,"Balle By, Odder","Balle By, Odder"
1082,Midtjylland,706,Syddjurs Kommune,971252,"Balle By, Rosmus","Balle By, Rosmus"
1082,Midtjylland,751,Århus Kommune,951051,"Balle By, Todbjerg","Balle By, Todbjerg"
1085,Sjælland,390,Vordingborg Kommune,260652,"Balle Overdrev, Kalvehave","Balle Overdrev, Kalvehave"
1082,Midtjylland,615,Horsens Kommune,1070152,"Ballebo By, Gangsted","Ballebo By, Gangsted"
1082,Midtjylland,665,Lemvig Kommune,1260551,"Ballegård, Heldum","Ballegård, Heldum"
1083,Syddanmark,479,Svendborg Kommune,431751,"Ballen By, Ø. Skerninge","Ballen By, Ø. Skerninge"
1081,Nordjylland,787,Thisted Kommune,690951,"Ballerum By, Tved","Ballerum By, Tved"
1084,Hovedstaden,151,Ballerup Kommune,20151,"Ballerup By, Ballerup","Ballerup By, Ballerup"
1084,Hovedstaden,151,Ballerup Kommune,22152,"Ballerup By, Pederstrup","Ballerup By, Pederstrup"
1083,Syddanmark,630,Vejle kommune,1140152,"Ballesgårde By, Egtved","Ballesgårde By, Egtved"
1082,Midtjylland,706,Syddjurs Kommune,950652,"Balskov, Mørke","Balskov, Mørke"
1083,Syddanmark,410,Middelfart Kommune,400251,"Balslev By, Balslev","Balslev By, Balslev"
1083,Syddanmark,410,Middelfart Kommune,402051,"Balslev By, Ørslev","Balslev By, Ørslev"
1085,Sjælland,329,Ringsted Kommune,2001254,"Balstrup, Ringsted Jorder","Balstrup, Ringsted Jorder"
